ACCOUNT,GRADE
E52D34C30BBA1CF21FC14F9B79D358FE,2
ED0E30A67ECE2643531620E3157DAF45,2
1F7439CC363BE2BD902977A6E35226C1,2
B8B58FB5573D9203D880BA18E91EA4C0,2
52BAF6774DA781BFBAE27C153AF3AC25,2
FE467DC9C71E855F8CC5F3840803B9AE,2
4FEFB612ACEFE4D352FDBA5A0936C0A4,3
6F712294409FA67244C480CA681B5B4B,2
E665E75B2E81DF7874966CD7CC0B31EC,2
527AF1ADD5C56D5176C3A80AA104F6C5,1
51B04D54752A7A5A6D5D8599C6C44065,2
4075693E3E65D2FEEB8BA81BD8A75B51,2
CA3B2A2B0604EDEE79B8700757F46BB1,2
B278A3D6D1EE4EADFE6B2D7E6E46B0E7,3
BC7CBC131B9D0012078330F8E389C456,2
646C2B430A2D044A7B808D8D19D72E26,2
55615F09B15DF30F448B0FD521D6644F,1
EE13F32E9107C7D05BE68C4524482F67,2
10EAD25740E00EAFD32AE0092F18C4E1,2
8B4E2C9C09B73D81435353A254788B77,2
6902A2E785428EEEF078D7698824772C,3
18187F5F0112AB636E27B92C4EABA48A,2
F440F5EDE527A53951CBFEA38CAA1EEA,2
436A811F2BDAF4F7508A3567F1497199,1
0275B6334F38D32419A442AEE3DAB6C2,2
3D9C8C25AB14C4AD06AC5E2690B14D46,2
94A4B53F5C33C522DE6F0EFC5BEB5717,2
84182B78A71B8A889E645E7A6ABE47B4,3
1B662C86C9D48F5CE3835FC74A8246F8,2
5E9D84DD3C1D1FB14BE95D76450D0E86,1
CDA93C92B90D98E94BAB35BE70028BA0,1
15F56C674B6EBDFEDEA23C7423061DDB,1
4AB27F5BF6AB94C2EB4143120F24ED26,2
1A3F6A6E0E760450598192AC723AB68D,2
F2C3DCACC97948D38183E60D91F4DC41,2
CEDC2FBE0F6E9C6DF78CC2CA9D4CE440,2
8B8E2417033D206FE895F00073E8D2EF,2
A2E15655634C0F92BBD26B8F06521549,2
05EB64FE171B7825DAB973F9D3BAE42C,3
A7B59A7320BD2B20A0AEE9E95CF53DFC,2
65713256384EC4AB8BDA1A30ACBAFE56,3
4C6E480ED007899A580AC6B05305905E,2
D0EB79059EDB6F3410389F7B1AD11504,2
24F1C898774519397D8FF6511C1059CD,1
0BF4C7372F81E2F88C5C7074F04B1F10,2
D7A2EED66A1033CF7C0E93EA90BF514F,2
A30AC342F3E75ABB5399672749871819,2
669BE5753EF129B4863D0988F506249F,2
A6B5FE14C5F802D66503B1F88CC59E30,2
BE8A115680ADA5F59CB309E49F40720C,1
2F3B9480F692B5B7B3A394CE2B0A729D,2
B01601A0DD4C65F0DA2A1466DA0B32B0,3
FD473D3347090B4A174FFF2CF0B098B3,2
F8BFBACC72F6BC7B895C7FA203B9FC3F,2
2EA0F062631D7E74FD1C16F078EDD585,2
08EF6C79AA773A7FAAAFD7D0EE9A8604,2
39DE721A5BEAF8F1D44DE510FD7B3DBE,3
F27BE0382F44A2AF28699CC49B3E7925,2
8EFA2927BCE71D3B460489FA3CA835BE,2
E37D9BA818913922E337E228CA12DB52,1
78C67727F1862C26E38F48E584CD2069,2
5080FF76339FF474CBA7982D55EFCDA1,2
7E6A4499CA8E02DEBD49DE40BC5015DD,2
F1A2D46E7E22FD2B5FADCDE016BA903A,2
0FEDB284160D3E0046DBA325A5535024,2
858C3A3C0136E9074E4BC821593349B5,2
B74A16AFAAD9867F55EE3D90F1E08526,3
F8F9B848D61B2C4F363496CF53B7245E,2
38173A84B871E60AC5AE3DA695B7CFB5,2
9AAC302E686AE569201E06DE34213AF2,1
4C916DA6C787C7087BFC0BCD9DD084AD,2
1FEE6DABD0B0C21665592304502BFD3E,2
FB05D32B6C5CA08AF4FA70236305345B,1
200C8B744FB9D15EBACE4E089EC08913,2
BA8A1BF25A7E66D89D66D35B070025AE,3
92786B12595E482D24ABEE1F47AD5863,2
E7ABDB5522AEC300322E799974AA54B9,2
5DDBE21CDB30DEA9ED71C153EA8CE24A,2
A9A12A0336A95FA2F2C431B32F42EF0C,3
7F6AD7A27AFC48065E6DC0D7F0B9543A,1
28C54C1C18255994343A10196F3DD248,2
68F3942447CEE6369370039A5AD627F4,3
C609BE8D695DD82A04270214028DC1A9,2
CE7EB31502D50878F413A7776109C6ED,2
22CAC13E7FE32045C4C712066B0E50A6,2
BB65EE2CD53927B911C9B9CE6F4F373A,3
9A5216BA39AB08283F2D39F549F2F71A,2
67A05CC7A7EE3ACA38E0BF19ED7753BD,1
886CE585D4D4C8E5D1197102CB2D3983,3
E094AB59A2555B12248196550FA6A068,2
100028C1F22426F31FD866C09054D7B6,2
DFFAB454A6ABF172CD117BF05F208B21,3
A87BA05D9EE4B2570B68B38AD647B8E1,2
3A6905683907F61C17CA5D38AA642BB7,2
8D8669B047A6D3A448C8A4E09CB8D87D,2
2FFB57443F80AC6FB88EC794655F78FF,2
25E966E109D7A32274E1275714922EC5,1
48E6A04C85418CFD1E69DB8A43D90DA4,3
CE37903244BDB1BE14A1D9FCEA4F11C5,2
7B6A85BDDD4C246128BD1329C8334B12,2
B51862CEF7CEF27619FA2011CD43F470,2
2A1158324D30D90541427A1511637AEA,2
0B9EC5E7F408ADD8CA507C0580A9A761,2
520FB200C17BFDEED064CD6D5C89B3EA,2
BCC2246142B4CFD494E2E75C4BC0C73E,2
1180C10704197E0948B2BF4A452BF448,3
1FB6DFF573CF8ADDD4A1B5B989664B95,2
6040A960F22413A7B758896470C7F89E,2
08BB75FB7C74BA979BB1694AC849F556,1
67E97005A9632A9D9184F541E4570063,2
CE1A58274BDA589C923BC3BEFCF55A88,2
F9C7F26154DBE241179C46E562191DBF,2
7CFBFC8DC929FC2F17145539B36F475F,3
FDF2526C06CE8A01EB66C30E75108A12,2
A258C8CDF2FE6054F59F266B05B54198,2
2B48D3455E790E7C34396F198EA99DBE,3
458073EC7B2457ADBDAE050144B99198,2
628DBDEEFE94D98632378C47D7AEA94D,3
679B9FDBE0BB0FB6D0CBA01F37653D49,2
F3D6D5CBA98A63C89353A830147C94AD,2
CBD123940A1AD17130FE64FD9170E75A,2
9436D7EFC126F24210EAD25F359443C6,1
EF775FCCE89E3839BDCA356C0C5E6DDF,2
91A95679B6627E4ACDAFEA1914135DCD,2
FED8F8A24A3C9B822680F2E740DEBF9E,2
A158AB7718496CBA0597AB218F238FC4,3
7EC415B55E24AB23BA08EFF63D5D7649,3
4B5E889B8323F1042E01ABDA98C17F42,3
ED37C1A8F4F032FD0AF1971499174188,2
81AEB25903E50463093BB247EC1B34D2,2
B7AFF798BE2038FBDA89A27001C99078,2
EA3EE65EE125F9153B81E22924DC316D,2
53F308D5AD805C5E4CDC9DD09187577C,2
59D664E6ACE8823277E219EE5122607F,2
5AD423AFB6165647C91137554B689899,2
015092518BFBCCCF69C7E2E966449BB3,2
3F642AD88C806B8D671D2EB4B1DABB7F,3
9F9AAE55BF5900FB1AE38E713B31B6E7,2
BAEA3D05439059544F01CAF1B3F46EAC,1
63265D9BCC746D50A0EA101239C25940,2
0C64C3F5C84F6D48A25039EC1CC30F15,1
19E473B65CDDA7B1CDCD7D30C373AFC5,2
AED8179AC5FC914B9445529FEE34BFD6,1
89DF1B23380A1BE6E36B11D928220AE2,2
8EF7ADB0BB1972EBE0BD94EF61DE4653,2
21C235EB36E2B7AE2B5314E38CA9C370,2
B58D136ADB3575B7BC6C0B7434EA0220,2
2E67E53D310337427C620B864DA096F6,1
97984A0DBF3FD4A4141E2B73FD6F6C63,2
E9F0F233CE1BA4DA4A0DC6B31ED4B71F,2
0EA59865549D5526637AAEA48DDEB2B3,2
2A5128E95A51245EC4C76A483875B98D,2
63D95D4F53CB5C1181533AEBEEC34840,2
2285C5F975E514562A74752D02B2C86F,1
D1BE0A128ECEBF972DBC1B9B01FB3875,2
1CCEBED887A09C643D6C2341B8287A65,2
91549294D8019661A71D7AB12EC409A0,3
E5D48DFE84E09A68FEFFA7D8553F3B31,2
634F71BF4B7E8AF5DE92EAC8DC9EF6D1,2
B59789E160C4317BC1CF983D36E01DBC,2
ACE8192D34D921734ECEAB0BC9026753,1
9E813BA7072299458C6989E364D73015,2
212B1B92F89462784D7FD9EAA9AD17B0,1
E40841838A3999DB36E37FF9C30D632C,2
D17F28A1DD2F8EE7DFA7C798339969FD,2
D9A69CFCBFD3FB276A0EF93F710DDFF6,2
631AD46C990B951C3771C08745D5B89A,2
462787FC945DA914A9CB7F3DE8EC3EC1,2
2FD819B0B6C1F218CA97A35FF31C147C,2
C2E66B641AFE27A66FCD5AAE38454100,2
B884F0521AA2B90A99BD387A8BB4EC60,1
F741E70FCA6E3FBD1EB854444FE02260,2
ED74A3510BD68E57A46440D29E4D713E,2
2F3D71DF92D2686D03B3F50FCD03D839,2
3D72C9F34C3341A1B01220936E8F0637,2
39980ACCC1E12A19EE6BCDCE7613F708,2
0F1DF03488F1008F78845A9A8E782ACA,2
1E0B8E725AB6F9D26AECFA7A82C75190,1
F1704870C22F1BA1B5EBC0E99D73DD90,2
016C1840AC5592A7B1F467419A4F7B1F,2
B0CE137BA909463FB442D01739484B9F,2
B7080EC257E4F30E49A0AE8F73CA5915,2
B4DBA53A7AA6FF3CF63834227220D372,2
8E48E806879F6D0466BB2BA8441D5C21,2
2C6D0597AF0B6A4F2CED761A27EB5747,2
A5D191F514E2F5B8C8C21493BDB519AA,2
6B156DF03646ACFE4B9C60DFFBED3C0E,2
2B012FC5A468F805261D3106AF658D34,1
3EF83DAEFDB896C691A4D431B2B5105B,2
47B665C4258E550F7254EF34DA62CFE2,2
4148DD30B1ADC18ED4AD5565CE27BAC7,1
A8AC6964A64CD713EC7C82BFBE877BFD,2
209198AD562480B5E5D60511D9AE44BE,2
ACF803053953E00D282368F999CEC540,2
2D503D4859DB55D848F539561EFC3FC7,2
4EC7102B93E61E81DDC80BC6D897FB8D,1
38AFA222E74B81BCDFEDFECE696D5159,2
94A58FF97C16D4ACB4E0C905AA4EF29B,2
55CDEE4932BCB6ABFA26BB57C6D1B2A8,3
7923B6FACEB67EBB95C3E38F4AD39834,2
9264DFA772F38971E1D809578ABDD84E,2
E0E620DA70D84150AC2DFAC02A415D6C,2
7F41B12FD50E99C411840502DE4F5223,2
B55D89BAA7AAE54E7FAE69C0E432A356,1
8DB5D92BC5160234BC5B32406FF8C1EE,2
E96AF71BA561E50C3E5D04AF58C1910C,3
E1F9F585F49E5A8B3FC7BAC9E29B78F9,3
EB87D783978E2889F2B99FD70209B168,2
C2B582C4DB33D33161EF058B4A85822E,2
769E6701E7CCB70D67873ACB36F4A507,2
84DCAB387C9DC715C61AF762BE628B4D,2
445F6CC53FE4B3A7101EA472D1FBD5C5,2
6DBC5EF302372604A5553037D3586179,2
464006DE989D98B119FA8A090D2C5977,2
88F7E920EB0A2EA8745E79DD87E6C797,2
D356956A67999BBA78FC8CBA5C4A176C,2
2912B7236D67246EE72C478CB0D1F525,2
FF6E7443DAF04D03F6B95BAC116D8C1B,2
FE13145F71ECC4BBC43488857D20BE61,2
3319595A69D7D0E6503F71D2F167BC07,2
D81A3FEB0993BFFD93FDCF4DE4A39D21,2
E6D512F8059556E1E1B20F03850E75CE,1
0BD31B2E9BDC9F9D1A790CB9A74A4EBF,2
6F1B2C0FFF02558AA26824006D00E22A,1
101A4A22303A7DCEFEE06A4DC0D01CB6,2
F0266E38E360B3CA376A6549BEF7CBBC,2
69FBC42135784B11C0E90D4621441B24,2
EC4AF64F11AC4BA754A73792F0A73AB7,2
393BAFDC7D53C2CD5A6209D43CFBAB62,2
364206DBBD55FC864E290A6845272C84,2
E868BDF5304BCD52D11929B7F6A0FBF4,2
E73D75ADC390380FE0CC6BAD1D83727B,2
C3673C824618470DCBD6E1F9CE7C74A3,2
9F3E26DFDE6CCC12D9AFACE9B0051CF4,2
D795E9439B758797D33FCF17CBE47A28,1
566759EA67A167AF897777700A9C2A1A,1
D9A12339442103695BB5FCFF78F048E9,1
086E6B1E0728EA74D996739B568FC3AD,2
288DA4CADFBA9D91BF0912F7DABAA1A5,2
E2D56B980B95DEF20F3633A41756162D,2
0F800D324AD6C0A6D9F3DC26AAB946B0,2
C2BAEDC6E152EA624C57BB4DFB6E9B3E,2
38697442FFAF1DC9076AF61F70DAC7E2,3
81A1CC935B7E49A571F788FB0217BB2A,2
BCC6A48715049A42F4B463205DB8A885,2
DFE9D01EC35D7715DEBB61385D1AA288,1
514563E174E57D755F2D8D1998E0408C,2
378C0D2DED22643101C8612509C39D33,2
8F5178B1C49F0640BC5D6B71739A1C2C,1
A602A190D459C31F7701F7AD3C66B0BD,3
BA329505FA5AEEBE278536FA733914E7,2
D2C38AF329FA5F1B6BFAB047F2C4F4CA,1
695146B931EC65EBCCE67011B956E527,2
CF65869913B30AE936703976DBEA8EF6,2
9B24D73AEA67FA43D0EDAA50C5A19E3C,2
F31F3875B3B5FFFD7CD27DA809EC190D,2
2C0A4AE4CEA01EDE76C51AFB541E634D,2
2EED97E5A85805042E56273CE35C7896,2
0081E1D6BC859571C60A41B412720DA4,1
0D6E79CB91285B0568B0EB936530B850,2
F9C57EAAFFAB54B760655695A01ECFED,2
41A797B46B650453655284496070ED2F,2
F8758BF3A91FB2A6B481A8C684CE35B5,3
8782187F2F6632AC01080BA2499F8053,3
A5666151BBCFC8213BC4F27FDEB748C4,2
160C529CC48D5C5A2B73EA853EE30B96,2
DE4A7BCDDE85C1C100A30FBB4F9BA801,1
B868842A4F18275D95C92AB0089463BF,2
A72CC451F92F8D171EA173804AACBB17,2
FFD4C458927CA97E1417DA5CDE22BC6E,2
16BF4DB2502938BCB3BE98F95F55C0B8,3
6E9005C931F7AEFD9F7B0C0D1C001DD1,1
51B40AAA3822815757382803D70735D0,2
56AF6E332192B735FAC0979D1CA0B982,1
484741E59480DEEE396180033EB2E7F0,2
F44EC38024EC2C6C045759168916E5CF,2
6F14C58050504D6A0CD84C22C6E1DFDF,2
DB0586A2CC18AF63CFE9D24797A49340,2
314B213B1E669E01E2CBF58CCA798EFE,2
A229BCA01E35A28C19FD8F18A0F7CAC4,2
6AFB576E48D6B8628AAB2D2487FFF785,2
65BF87DF11FDDB12665913F9B0271B19,2
7A2174E65E46786A145ECE59B645BF12,2
EF205A78676EE310D35C0DA22245A33E,2
CC263C4D8ED80C3C41B3589A40D9AD7A,2
4925DDB4C95E8A736AF68FFEB049D271,2
DAA2A047C49CA3B3BEB3B29C7BD46D9B,1
97F4B25A2C00BCA839B422BBFF7F6A31,3
CF5905287EACBF37EC6777B8642CD779,2
A190A9B8CC70AAA61F197924FAEC94D1,2
30EC4DD02C30B8799F8E44CFF2683138,2
E9994C34F8788318A247C115D402E166,2
F6F15C0BDD987F631B18BC9AE1EC90BA,2
8EDB92CB42F4D8291DCB396C76F3CC11,2
1300FC6B3A439C9131EFDE028E3081CF,2
54436BC53230426787BDFD3401B0B7BC,2
7AFF6292EC4996F1F73D05EC7EF4F787,1
F565CC0B5D1BF3045B64F51F65B0FD8E,2
EA5165F2CCFBD6F3C85EB288901B2240,2
93BF9E45D630E2279536FCE6F13A902A,3
2FC574541BDF125A12444654B3F09213,2
75C18234CDB5587700130EC58DBF64E0,2
0781CD9282A8A792A4FBB90A15AEEEDF,2
DBC8D779EB3F273CC94BA9FA331AAD86,1
08307882B1B6D304C8CEC58BC4D6D7E5,2
4565EA33140B19CFA41B2BEC7766374F,2
512C02B397F56975A9706413BE1AA073,2
49674A386374EFFA7AE9F4417804C2A4,2
5AD5532F3C9C9D3BC03A07A7F5EA5936,2
9F520BFFBDE72B2230D221C9BE1AED20,2
CB47D7860A2555E86D355DAA25C0B6F3,2
DDCB6035E229C628686E715E03E604F4,2
5FFD15E59AFDC8B3D4F654E368E7E9A9,2
8EACB5FC9EFF606947B19611690CA913,2
9ECB58E5CC0FA0DE713E1F4084DFF868,2
002508721DE302D4D34B83C0BBF118B9,2
7D642B178C10DBB1C097BA426A349AB9,2
2910BD80C1517209ACDD2904C5138734,1
CF4958A67FC592C0853841882839E390,2
4E2CDCA968130174F908813416A5625F,2
25B6A658853AE34ACAF63075DB8ADE10,2
6C828767331D4F489B78A71D88E0BD91,2
EDEE7E064D68A2BA923EE8C55EE0215C,2
D30984166AC8539889D4B1B964FA18D6,2
475E06A79D1725D8367BA0843D4B3FEA,2
B5FE20908CB21C3E5B257ED2157A8155,1
337CA43439C9564798337A33C88E3663,2
48320DA71E7E2F09B93274AE605D32A1,2
418AAE7D39C80D3E4FB81824EFD38347,2
30DD174D72B2564F5727D202BFBFF700,2
3D8CB83D91E9E35C598951E3B64E0559,2
A82E6B0DA5961CA38CBF49B838520346,2
0629F6F6A4960FBAC669301C559C7B58,1
F069C7E226B3823D9B6828F3C83EAC68,2
2C214E849EFB83485598B86BFF3400F3,2
A33094A106CFA01C2268A1C0EB1A4D61,2
8314E1716DA803D5AC91395288D44E59,2
ECBE9ECA4FF7B7CD399D0F0AF8102B8B,2
8377C0EF9CBB3803D7461A22D007538F,1
BB7543B342FFE4FAAAA9AB641F113695,2
332E3A647D316858E1EF2E1C3AB45139,2
A6F8A7361719374E7FA7272963972B70,2
55C1EE55F1526E3A42FE3A750F2FC5C8,2
9A1E681645D4639060BB26AF56F11566,2
F5172B1B588E5BDF0EBD8E80EFA0FCAF,2
3E966FB2119587D6AF62E3C7D42E2922,2
9A8873090875A923BE8842E3D38BB697,2
3DAA9249D6F3B12C499268AAEC0D17D3,2
8FE0015B35A77B375DDE8561BF676496,2
107553F03138D18D0EE87E7311CEB83D,2
656AE166866CFE80BDCD0DC3AD202DE5,1
D36A0C89E311EFABF7FE63461862462A,1
A49C4B7315439C5CD15F81AE14484F69,2
C25542B3255CF0E1990099DCCA00F0FF,2
77EF77FAD5E466C93AD2CDCFFA4DED9B,2
ECCE18B62B310C4858172B3271A955B8,3
763F9B24F53804FD7F026B0E021E44D7,1
B683D40A2357B835BBF4B55B1FE1C221,3
1DCE0FCCF658DDB916CD7EA595DA4C5C,2
80B712E5B2C785FBF2D24A2B3CAB4ECF,2
0D421A5DA18E0B80EA87AA77C9F49590,2
1DAB6A806526761462DA7BCD1CA187ED,2
4EB191701D906E73DD2BED33957A1053,2
08F3320E21FB553AFF9161728AD5F380,2
D7AD2B7FACF452038BE34D3FD4BC8827,2
488190F1950D43E59B64F21B593AB8C1,1
BF00EA2C3FD725E70250EABF045CBA1D,2
681653D9CCA87D380AC4BA8BAE26F420,2
62B634803E2C91E9823FB0A0E7469FCD,2
01C7E798C9D8DC871E75A61AD979B35D,1
F252F4769F70BDDC8183399ABA331037,2
7A2F8D6C9757D2B59D2D8B81F55235AF,2
B8D25216EE1C6918BA18752E2F171DED,2
4C6178E0C1C5E14EABF745D28248E544,2
49DA0BC94B4B5A8CC4D3D157F96A79F8,2
FC3625CBA394D5571DE9CF1D0B864BDB,2
32FC26E5EA10B400BB01E59465D3506C,2
F01D5CFF93C93DB9D1E072320BBC57E8,2
BBD3DC3E109FE6880ADF43A9F228CFE1,1
6D34A454D95665D16D3CE77513DB5209,2
4BE37B47848FE3A6EFEAA8E76F2BF9B9,1
713F07E6F7B7B2020EF4DC76402BB8F4,2
1F469E745D6F1E07664231E25A20CA6D,1
AADA3DBA68EEFCA16BF5036717A887FC,2
2F0FA2C00E1BEE7E56CA3C5BE6AEDA50,2
88813551AB6FBE185AA95E50077F2594,2
6BADCBEA13DB7CC3A0B4C2614C2F8177,2
A18C950D799199B787900A223144AED7,3
3FD78E0F4E1B18F943A2CB4F44934B53,3
912F7A0FFBA90AE262B79744A6323FE1,2
4A4B32A470B96BFE1B966D7F7DB2D796,2
A524D85EDB71EEF902442CF2EFA4EC68,2
9A8AEA6A0F472AA93C37EC364708A473,2
9E9C30A54E8EEE17F8FCA8312665070F,2
030341169A1A379D336B555987FEB902,2
644CF628F1DEBA9B990FB26B86FC7AB4,2
91DA54AEDFC4325D2D16CA685FEE5BBB,2
ADA451EECE900A003FD5AFE5BF55733C,1
87C030002B91B4B444DAC9BBB6D2CEA6,2
0B92614D79EE38AF95E681E20DC34C86,2
644F02629F375777D98A9F54DEF5EE11,2
E1D052251F7686E53B651EA6B5FC9BFF,2
20F5273C5A1A20A58860B79EFA77F9C0,2
F8B73145E77ACEC7AE294791F7AE067D,2
6798277F649899CE337D259E9DFFE59B,2
A63852454A45AFE839B78128EFD020D1,1
AD942466A7981BDC4A23EF9C812ADD96,2
15FCE5AC45C4ACE5EE3DF34A9C582102,2
0052A63ACB085A51B7AA5A2C4B2C0094,2
947F099C3B911784B89ECA498296411B,2
5369B40B9AFE91799C54AACD4C8BF1C5,2
E3DA68A15DB02E5642F025C0914473FF,2
8689A85EDA16B43BA6675523FD205C54,1
EC48D75947CA58E2FC877ED8E46E9244,2
720B0D71C1B1029BEAD2B92BF9BCDCEB,1
A58AE101E4017F9E3AE2718161000183,2
25DB2E74785318A72E0E4541167E5A50,1
36617E06DB36DE289469B6BF523BAFCB,2
34A41FA633075D2A4D0F27E97D9BE87E,2
BA3F6BC0F704047F11FD53CF47C96C89,2
5B9C165745094A13DA9043CA37526344,1
2449837A12C3DEB9E7BAAA0D1AAFB6D8,2
81B9A4E3583F8A2E80E2D3D2D6D7AE71,2
ABA97EDF4465F77E9E789C59321C5196,2
